55711
-2.5	-0.1	0.026819
-2.45	-0.1	0.026819
-2.5	0	0.026819
-2.45	0	0.026819
-2.5	0.01	0.026753
-2.45	0.01	0.026753
-2.5	0.02	0.026687
-2.45	0.02	0.026687
-2.5	0.03	0.026621
-2.45	0.03	0.026621
-2.5	0.04	0.026556
-2.45	0.04	0.026556
-2.5	0.05	0.026491
-2.45	0.05	0.026491
-2.5	0.06	0.026428
-2.45	0.06	0.026428
-2.5	0.07	0.026367
-2.45	0.07	0.026367
-2.5	0.08	0.026308
-2.45	0.08	0.026308
-2.5	0.09	0.026254
-2.45	0.09	0.026254
-2.5	0.1	0.026204
-2.45	0.1	0.026204
-2.5	0.11	0.02616
-2.45	0.11	0.02616
-2.5	0.12	0.026124
-2.45	0.12	0.026124
-2.5	0.13	0.026095
-2.45	0.13	0.026095
-2.5	0.14	0.026074
-2.45	0.14	0.026074
-2.5	0.15	0.026064
-2.45	0.15	0.026064
-2.5	0.16	0.026064
-2.45	0.16	0.026064
-2.5	0.17	0.026074
-2.45	0.17	0.026074
-2.5	0.18	0.026092
-2.45	0.18	0.026092
-2.5	0.19	0.026118
-2.45	0.19	0.026118
-2.5	0.2	0.026151
-2.45	0.2	0.026151
-2.5	0.21	0.026189
-2.45	0.21	0.026189
-2.5	0.22	0.026232
-2.45	0.22	0.026232
-2.5	0.23	0.026278
-2.45	0.23	0.026278
-2.5	0.24	0.026327
-2.45	0.24	0.026327
-2.5	0.25	0.026377
-2.45	0.25	0.026377
-2.5	0.26	0.026428
-2.45	0.26	0.026428
-2.5	0.27	0.026478
-2.45	0.27	0.026478
-2.5	0.28	0.026528
-2.45	0.28	0.026528
-2.5	0.29	0.026576
-2.45	0.29	0.026576
-2.5	0.3	0.026623
-2.45	0.3	0.026623
-2.5	0.31	0.026667
-2.45	0.31	0.026667
-2.5	0.32	0.026707
-2.45	0.32	0.026707
-2.5	0.33	0.026744
-2.45	0.33	0.026744
-2.5	0.34	0.026777
-2.45	0.34	0.026777
-2.5	0.35	0.026805
-2.45	0.35	0.026805
-2.5	0.36	0.026828
-2.45	0.36	0.026828
-2.5	0.37	0.026844
-2.45	0.37	0.026844
-2.5	0.38	0.026853
-2.45	0.38	0.026853
-2.5	0.39	0.026853
-2.45	0.39	0.026853
-2.5	0.4	0.026843
-2.45	0.4	0.026843
-2.5	0.41	0.026823
-2.45	0.41	0.026823
-2.5	0.42	0.02679
-2.45	0.42	0.02679
-2.5	0.43	0.026745
-2.45	0.43	0.026745
-2.5	0.44	0.026686
-2.45	0.44	0.026686
-2.5	0.45	0.026611
-2.45	0.45	0.026611
-2.5	0.46	0.026521
-2.45	0.46	0.026521
-2.5	0.47	0.026418
-2.45	0.47	0.026418
-2.5	0.48	0.026305
-2.45	0.48	0.026305
-2.5	0.49	0.026184
-2.45	0.49	0.026184
-2.5	0.5	0.02606
-2.45	0.5	0.02606
-2.5	0.51	0.025936
-2.45	0.51	0.025936
-2.5	0.52	0.025813
-2.45	0.52	0.025813
-2.5	0.53	0.025697
-2.45	0.53	0.025697
-2.5	0.54	0.025588
-2.45	0.54	0.025588
-2.5	0.55	0.025492
-2.45	0.55	0.025492
-2.5	0.56	0.025409
-2.45	0.56	0.025409
-2.5	0.57	0.02534
-2.45	0.57	0.02534
-2.5	0.58	0.025283
-2.45	0.58	0.025283
-2.5	0.59	0.025238
-2.45	0.59	0.025238
-2.5	0.6	0.025202
-2.45	0.6	0.025202
-2.5	0.61	0.025175
-2.45	0.61	0.025175
-2.5	0.62	0.025155
-2.45	0.62	0.025155
-2.5	0.63	0.025141
-2.45	0.63	0.025141
-2.5	0.64	0.025132
-2.45	0.64	0.025132
-2.5	0.65	0.025127
-2.45	0.65	0.025127
-2.5	0.66	0.025125
-2.45	0.66	0.025125
-2.5	0.67	0.025125
-2.45	0.67	0.025125
-2.5	0.68	0.025127
-2.45	0.68	0.025127
-2.5	0.69	0.025132
-2.45	0.69	0.025132
-2.5	0.7	0.025138
-2.45	0.7	0.025138
-2.5	0.71	0.025147
-2.45	0.71	0.025147
-2.5	0.72	0.025157
-2.45	0.72	0.025157
-2.5	0.73	0.025169
-2.45	0.73	0.025169
-2.5	0.74	0.025183
-2.45	0.74	0.025183
-2.5	0.75	0.025198
-2.45	0.75	0.025198
-2.5	0.76	0.025215
-2.45	0.76	0.025215
-2.5	0.77	0.02523
-2.45	0.77	0.02523
-2.5	0.78	0.025241
-2.45	0.78	0.025241
-2.5	0.79	0.025246
-2.45	0.79	0.025246
-2.5	0.8	0.025242
-2.45	0.8	0.025242
-2.5	0.81	0.025226
-2.45	0.81	0.025226
-2.5	0.82	0.025197
-2.45	0.82	0.025197
-2.5	0.83	0.02515
-2.45	0.83	0.02515
-2.5	0.84	0.025085
-2.45	0.84	0.025085
-2.5	0.85	0.024997
-2.45	0.85	0.024997
-2.5	0.86	0.024886
-2.45	0.86	0.024886
-2.5	0.87	0.024751
-2.45	0.87	0.024751
-2.5	0.88	0.024593
-2.45	0.88	0.024593
-2.5	0.89	0.024413
-2.45	0.89	0.024413
-2.5	0.9	0.024212
-2.45	0.9	0.024212
-2.5	0.91	0.02399
-2.45	0.91	0.02399
-2.5	0.92	0.023748
-2.45	0.92	0.023748
-2.5	0.93	0.023487
-2.45	0.93	0.023487
-2.5	0.94	0.023208
-2.45	0.94	0.023208
-2.5	0.95	0.022912
-2.45	0.95	0.022912
-2.5	0.96	0.022599
-2.45	0.96	0.022599
-2.5	0.97	0.022275
-2.45	0.97	0.022275
-2.5	0.98	0.021945
-2.45	0.98	0.021945
-2.5	0.99	0.021614
-2.45	0.99	0.021614
-2.5	1	0.021287
-2.45	1	0.021287
-2.5	1.01	0.02097
-2.45	1.01	0.02097
-2.5	1.02	0.020668
-2.45	1.02	0.020668
-2.5	1.03	0.020387
-2.45	1.03	0.020387
-2.5	1.04	0.02013
-2.45	1.04	0.02013
-2.5	1.05	0.019905
-2.45	1.05	0.019905
-2.5	1.06	0.019714
-2.45	1.06	0.019714
-2.5	1.07	0.019554
-2.45	1.07	0.019554
-2.5	1.08	0.019423
-2.45	1.08	0.019423
-2.5	1.09	0.019314
-2.45	1.09	0.019314
-2.5	1.1	0.019225
-2.45	1.1	0.019225
-2.5	1.11	0.019151
-2.45	1.11	0.019151
-2.5	1.12	0.019088
-2.45	1.12	0.019088
-2.5	1.13	0.019031
-2.45	1.13	0.019031
-2.5	1.14	0.018976
-2.45	1.14	0.018976
-2.5	1.15	0.01892
-2.45	1.15	0.01892
-2.5	1.16	0.018858
-2.45	1.16	0.018858
-2.5	1.17	0.018791
-2.45	1.17	0.018791
-2.5	1.18	0.018718
-2.45	1.18	0.018718
-2.5	1.19	0.018641
-2.45	1.19	0.018641
-2.5	1.2	0.018559
-2.45	1.2	0.018559
-2.5	1.21	0.018474
-2.45	1.21	0.018474
-2.5	1.22	0.018384
-2.45	1.22	0.018384
-2.5	1.23	0.018292
-2.45	1.23	0.018292
-2.5	1.24	0.018198
-2.45	1.24	0.018198
-2.5	1.25	0.018101
-2.45	1.25	0.018101
-2.5	1.26	0.018002
-2.45	1.26	0.018002
-2.5	1.27	0.017902
-2.45	1.27	0.017902
-2.5	1.28	0.017802
-2.45	1.28	0.017802
-2.5	1.29	0.0177
-2.45	1.29	0.0177
-2.5	1.3	0.017598
-2.45	1.3	0.017598
-2.5	1.4	0.017598
-2.45	1.4	0.017598
-2.4	-0.1	0.026819
-2.4	0	0.026819
-2.4	0.01	0.026753
-2.4	0.02	0.026687
-2.4	0.03	0.026621
-2.4	0.04	0.026556
-2.4	0.05	0.026491
-2.4	0.06	0.026428
-2.4	0.07	0.026367
-2.4	0.08	0.026308
-2.4	0.09	0.026254
-2.4	0.1	0.026204
-2.4	0.11	0.02616
-2.4	0.12	0.026124
-2.4	0.13	0.026095
-2.4	0.14	0.026074
-2.4	0.15	0.026064
-2.4	0.16	0.026064
-2.4	0.17	0.026074
-2.4	0.18	0.026092
-2.4	0.19	0.026118
-2.4	0.2	0.026151
-2.4	0.21	0.026189
-2.4	0.22	0.026232
-2.4	0.23	0.026278
-2.4	0.24	0.026327
-2.4	0.25	0.026377
-2.4	0.26	0.026428
-2.4	0.27	0.026478
-2.4	0.28	0.026528
-2.4	0.29	0.026576
-2.4	0.3	0.026623
-2.4	0.31	0.026667
-2.4	0.32	0.026707
-2.4	0.33	0.026744
-2.4	0.34	0.026777
-2.4	0.35	0.026805
-2.4	0.36	0.026828
-2.4	0.37	0.026844
-2.4	0.38	0.026853
-2.4	0.39	0.026853
-2.4	0.4	0.026843
-2.4	0.41	0.026823
-2.4	0.42	0.02679
-2.4	0.43	0.026745
-2.4	0.44	0.026686
-2.4	0.45	0.026611
-2.4	0.46	0.026521
-2.4	0.47	0.026418
-2.4	0.48	0.026305
-2.4	0.49	0.026184
-2.4	0.5	0.02606
-2.4	0.51	0.025936
-2.4	0.52	0.025813
-2.4	0.53	0.025697
-2.4	0.54	0.025588
-2.4	0.55	0.025492
-2.4	0.56	0.025409
-2.4	0.57	0.02534
-2.4	0.58	0.025283
-2.4	0.59	0.025238
-2.4	0.6	0.025202
-2.4	0.61	0.025175
-2.4	0.62	0.025155
-2.4	0.63	0.025141
-2.4	0.64	0.025132
-2.4	0.65	0.025127
-2.4	0.66	0.025125
-2.4	0.67	0.025125
-2.4	0.68	0.025127
-2.4	0.69	0.025132
-2.4	0.7	0.025138
-2.4	0.71	0.025147
-2.4	0.72	0.025157
-2.4	0.73	0.025169
-2.4	0.74	0.025183
-2.4	0.75	0.025198
-2.4	0.76	0.025215
-2.4	0.77	0.02523
-2.4	0.78	0.025241
-2.4	0.79	0.025246
-2.4	0.8	0.025242
-2.4	0.81	0.025226
-2.4	0.82	0.025197
-2.4	0.83	0.02515
-2.4	0.84	0.025085
-2.4	0.85	0.024997
-2.4	0.86	0.024886
-2.4	0.87	0.024751
-2.4	0.88	0.024593
-2.4	0.89	0.024413
-2.4	0.9	0.024212
-2.4	0.91	0.02399
-2.4	0.92	0.023748
-2.4	0.93	0.023487
-2.4	0.94	0.023208
-2.4	0.95	0.022912
-2.4	0.96	0.022599
-2.4	0.97	0.022275
-2.4	0.98	0.021945
-2.4	0.99	0.021614
-2.4	1	0.021287
-2.4	1.01	0.02097
-2.4	1.02	0.020668
-2.4	1.03	0.020387
-2.4	1.04	0.02013
-2.4	1.05	0.019905
-2.4	1.06	0.019714
-2.4	1.07	0.019554
-2.4	1.08	0.019423
-2.4	1.09	0.019314
